gender,city,state,maritalstatus,haschild
M,WALES,MA,M,Y
M,LODI,CA,M,Y
F,SAINT MARYS,KS,M,Y
M,KNOXVILLE,TN,S,Y
M,LORDSBURG,NM,S,N
F,COLD SPRING,MN,M,N
M,SALT LAKE CITY,UT,S,Y
F,NUNAPITCHUK,AK,M,N
F,FREEMAN,SD,M,Y
F,PHOENIX,AZ,M,N
M,BLUEBELL,UT,S,N
M,SANTA FE,NM,M,N
M,WINNABOW,NC,M,N
F,HONOLULU,HI,M,N
M,MOUNT SHERMAN,KY,S,Y
F,NEWARK,NJ,M,Y
M,CLAYTON,LA,M,N
F,HONOLULU,HI,S,Y
M,FALL ROCK,KY,M,Y
M,KINSLEY,KS,M,Y
M,ASHEVILLE,NC,M,Y
F,SHEFFIELD,IA,M,Y
F,EXETER,RI,S,Y
F,WALCOTT,WY,M,N
M,PILOT GROVE,MO,S,N
F,THE VILLAGES,FL,S,Y
M,DUBLIN,GA,M,N
F,TOA ALTA,PR,S,Y
F,ONO,PA,M,Y
F,DOON,IA,S,Y
F,STAR,ID,M,N
M,ROCK POINT,MD,M,Y
F,TULSA,OK,S,Y
M,EAST LIVERPOOL,OH,M,Y
F,SAINT PETERSBURG,FL,M,N
M,CASA,AR,M,N
M,DURHAM,CT,M,Y
M,SWISSHOME,OR,M,Y
F,MILTON VILLAGE,MA,M,Y
M,DE VALLS BLUFF,AR,S,N
F,WASHINGTON,DC,S,Y
M,LIBBY,MT,S,N
M,CAMDEN,ME,S,Y
M,DORA,NM,S,Y
M,GLEN ROCK,NJ,M,Y
M,WARE SHOALS,SC,M,Y
M,FOREMAN,AR,M,Y
F,ARECIBO,PR,M,N
M,BUTTE,MT,S,Y
F,SACO,MT,S,N
M,LITTLE CREEK,DE,S,N
F,VESPER,WI,S,Y
F,CLAYVILLE,RI,M,Y
F,BOISE,ID,S,Y
M,STRATTON,CO,M,N
F,LIHUE,HI,M,Y
F,MERCER ISLAND,WA,M,Y
M,ENID,OK,S,N
F,HUDSON,SD,S,N
F,MINTURN,CO,S,Y
F,ADDINGTON,OK,M,Y
F,PRINCETON,LA,M,Y
F,OCEAN ISLE BEACH,NC,S,Y
M,CAMPTI,LA,S,N
F,BOISE,ID,S,N
M,TROY,MI,M,N
M,WASHINGTON,DC,M,N
M,WINNEMUCCA,NV,M,N
F,LAS VEGAS,NV,M,Y
M,SYLVANIA,OH,S,N
M,LAKE MINCHUMINA,AK,M,Y
M,SPRINGFIELD,MO,M,Y
M,WYOMING,RI,M,Y
F,HUNT VALLEY,MD,M,Y
M,HUGER,SC,S,N
M,BENSON,AZ,S,Y
M,SHARON,ND,S,N
M,RUSSELLVILLE,SC,S,Y
F,LOCKPORT,NY,S,N
M,RENO,NV,S,N
F,PARADISE VALLEY,NV,M,Y
F,FREEBURG,MO,S,Y
F,BREEDEN,WV,S,N
F,HUTCHINSON,KS,S,N
F,JEFFERSONVILLE,VT,M,N
M,NEWARK,NJ,M,N
F,NEW PLYMOUTH,ID,S,N
M,WEST FAIRLEE,VT,S,N
M,SILVERPEAK,NV,S,Y
F,MOODY,ME,M,N
F,GALLATIN GATEWAY,MT,S,Y
M,BRYAN,TX,S,N
M,KOYUK,AK,M,N
M,GRINNELL,IA,M,N
F,WORCESTER,MA,M,N
M,MARION,MS,S,N
F,SAN DIEGO,CA,M,Y
M,PAWTUCKET,RI,M,N
M,CRYSTAL SPRINGS,FL,S,N
M,VERNON,VT,S,Y
M,OCEAN CITY,NJ,S,N
F,WOOSTER,OH,S,N
F,GREENBRIER,TN,M,Y
M,BOOTH,AL,S,Y
M,GADSDEN,AZ,M,N
F,POST,TX,M,Y
M,LAKE LINDEN,MI,S,Y
M,HARLAN,IA,S,Y
F,TEMPERANCE,MI,M,Y
M,BUSHNELL,NE,S,Y
M,NORTH FORT MYERS,FL,M,Y
M,SPRINGDALE,AR,M,Y
F,SANTA CRUZ,NM,S,Y
M,KEARSARGE,NH,S,N
M,WENTWORTH,SD,S,N
M,CORNELIUS,NC,S,N
F,ORONDO,WA,S,Y
M,WILMINGTON,DE,M,Y
M,LITCHFIELD,NH,S,N
M,CUMBERLAND,MD,S,N
M,LORETTO,TN,M,Y
F,HARRISVILLE,OH,M,Y
F,MARTIN CITY,MT,M,N
F,BIG BAY,MI,M,Y
F,SOUTH ACWORTH,NH,S,N
M,BELMAR,NJ,M,N
F,JACKSON,WY,M,N
F,SAULT SAINTE MARIE,MI,M,N
F,LA HARPE,IL,S,N
M,ATKINSON,NH,S,Y
F,CAMDEN POINT,MO,S,Y
M,ALTON BAY,NH,M,N
M,RUTLAND,IA,M,Y
M,FALLS VILLAGE,CT,M,Y
F,AUGUSTA,ME,M,Y
F,GEM,KS,M,Y
F,MC ADAMS,MS,M,Y
M,HENRIETTA,NC,S,N
M,PHOENIX,AZ,M,N
F,CORINNE,WV,M,N
F,STAMFORD,CT,M,Y
M,PETTIGREW,AR,S,Y
F,HUSTON,ID,S,Y
M,EL MONTE,CA,S,N
M,SARGENTS,CO,M,N
M,ROCK SPRINGS,WY,S,Y
F,HAZEL HURST,PA,M,N
F,MARIBEL,WI,S,N
M,WHEELER ARMY AIRFIELD,HI,S,Y
F,APACHE JUNCTION,AZ,S,N
F,PIKEVILLE,TN,M,N
F,BEAVERTON,OR,M,N
F,BROOKE,VA,M,Y
M,BOULDER,UT,M,Y
M,TROY,MI,S,Y
M,NEW ORLEANS,LA,M,Y
M,EDEN PRAIRIE,MN,S,N
M,GRAND RAPIDS,MI,S,N
M,MODOC,SC,S,N
F,GLENCLIFF,NH,S,N
F,ARLINGTON,WA,M,Y
M,KULM,ND,S,N
M,FOX,OK,M,N
M,LA BARGE,WY,S,Y
F,BEAR,DE,S,Y
F,RAINELLE,WV,S,Y
M,TOOMSUBA,MS,S,N
F,HULETT,WY,M,Y
F,FRUITPORT,MI,M,Y
F,IBERIA,OH,M,Y
M,NORTH STRATFORD,NH,S,Y
M,CONWAY,AR,M,N
M,ASBURY,NJ,S,N
F,PHOENIX,AZ,S,N
F,EAST WILTON,ME,M,Y
F,NORTH HOLLYWOOD,CA,S,N
F,SYRACUSE,NY,S,Y
M,KILLEEN,TX,S,N
M,BRANDON,VT,M,N
M,LANE,OK,S,Y
M,NORTH THETFORD,VT,S,Y
F,BOX ELDER,SD,S,N
F,WIRTZ,VA,M,Y
M,MIDLAND,MI,M,Y
M,ASH,NC,M,N
M,TOA BAJA,PR,M,N
F,MURFREESBORO,TN,M,Y
F,COIN,IA,M,N
F,THOMPSON FALLS,MT,M,N
M,GRAYSVILLE,IN,S,Y
F,ASHBY,MN,M,N
F,OVERLAND PARK,KS,M,Y
F,OOLTEWAH,TN,M,N
M,SAN ANTONIO,TX,S,N
M,ALBUQUERQUE,NM,M,Y
M,GUAYNABO,PR,M,Y
F,WASHINGTON,DC,M,Y
M,ATGLEN,PA,M,Y
F,TOPEKA,KS,M,N
M,SEBASCO ESTATES,ME,S,Y
M,BALTIMORE,MD,S,Y
F,WEST NOTTINGHAM,NH,S,N
F,HUNTINGTON,WV,S,Y
F,WAGNER,SD,M,Y
F,CARMEN,ID,S,N
F,CATANO,PR,S,Y
M,PHOENIX,AZ,M,Y
F,EASTOVER,SC,M,N
F,FLINT,MI,S,Y
F,MAUPIN,OR,M,N
F,CLIFFSIDE,NC,M,Y
M,CORA,WY,S,Y
M,MC DOWELL,KY,S,N
M,VEGA ALTA,PR,M,N
M,BATON ROUGE,LA,S,N
F,HOUSTON,TX,M,N
F,DETROIT,MI,S,N
F,SPRINGFIELD,OR,M,Y
F,NEWARK,NJ,M,N
F,LOYAL,OK,M,N
M,NEW PORT RICHEY,FL,M,Y
M,WINSTON SALEM,NC,S,Y
F,MORATTICO,VA,S,N
F,JACKSON,MS,M,N
M,VERNONIA,OR,M,Y
F,CHURDAN,IA,M,Y
F,SHAGELUK,AK,M,Y
F,ACWORTH,GA,S,N
M,CERRO,NM,S,Y
M,WHITEFIELD,NH,S,N
M,ORONO,ME,M,Y
M,NEW ORLEANS,LA,S,Y
F,SHEEP SPRINGS,NM,S,N
F,SAINT STEPHENS,WY,S,N
M,PARKER,WA,S,N
M,CASTLETON,VA,M,N
M,WILLCOX,AZ,S,Y
M,POMONA,CA,M,N
F,FORREST,IL,M,Y
F,NORTH POWNAL,VT,S,Y
F,MOUNT CROGHAN,SC,S,Y
M,WOUNDED KNEE,SD,M,Y
M,CATLETT,VA,M,N
F,BETHANY BEACH,DE,S,N
M,HARRISBURG,PA,S,N
M,ROCK CAVE,WV,S,N
M,GRESHAM,SC,M,Y
M,RED HOUSE,VA,M,N
M,WHEELER ARMY AIRFIELD,HI,S,N
F,LIBERTY,ME,S,N
F,SPRINGFIELD,PA,S,N
F,MC LEAN,VA,S,Y
F,JACKSONVILLE,FL,M,N
F,HEISSON,WA,S,N
F,WHITE SALMON,WA,M,N
M,COLUMBIANA,OH,M,Y
F,MARION,OH,S,Y
F,HOPKINTON,RI,S,N
F,SYLVAN GROVE,KS,S,N
M,RALSTON,PA,S,N
M,CAMPBELLSBURG,KY,M,N
F,LEEDS,AL,S,N
M,CRYSTAL BAY,NV,S,Y
M,RIVERSIDE,CT,S,N
M,MOUNT PULASKI,IL,M,N
F,ANCHORAGE,AK,M,N
M,PESHTIGO,WI,M,N
F,SAINT PAUL,MN,M,Y
M,OLD HARBOR,AK,M,N
M,OXON HILL,MD,S,N
M,MEMPHIS,TN,M,Y
F,MEDINA,TN,M,Y
M,NEW SALISBURY,IN,S,Y
M,PISEK,ND,S,Y
F,NORWOOD,GA,S,Y
M,ALTONAH,UT,M,N
M,SEAL COVE,ME,S,N
M,THE LAKES,NV,M,Y
F,GREENLEAF,ID,M,Y
M,WASHINGTON NAVY YARD,DC,S,N
M,NEWARK,DE,S,Y
M,MANTON,MI,M,Y
F,UTICA,MI,S,N
M,LOCUST GROVE,VA,M,Y
F,GLENWOOD,AR,S,Y
F,MARK CENTER,OH,M,Y
F,SANDY,UT,S,Y
M,FORTINE,MT,M,Y
M,AVON PARK,FL,S,Y
M,TROY,MI,M,N
F,CLEVELAND,OH,M,Y
F,ANSTED,WV,S,Y
F,PLAINFIELD,NH,M,N
F,FAIRVIEW,KY,M,N
F,SAN JUAN,PR,M,Y
M,LOUISVILLE,KY,M,Y
M,WASHINGTON,DC,M,N
F,FORT MYERS,FL,S,N
F,CARY,NC,M,Y
F,FAIR LAWN,NJ,M,Y
M,HESPERIA,CA,M,Y
M,MILLER,SD,S,N
M,MAUMELLE,AR,S,Y
M,MESA,AZ,S,Y
F,LIVONIA,MI,S,Y
M,GILMANTON IRON WORKS,NH,M,Y
M,NEW ORLEANS,LA,S,N
F,DALTON,MO,M,Y
M,GLENDALE,AZ,S,N
F,TENDOY,ID,S,Y
M,SAINT JOSEPH,MO,M,N
M,GALT,CA,M,Y
M,HOOLEHUA,HI,S,Y
M,TACOMA,WA,M,Y
F,FLINT,MI,M,N
M,MEXICAN HAT,UT,M,N
M,JBER,AK,M,Y
M,JUNEAU,AK,S,Y
M,PUEBLO,CO,S,N
F,SAVANNAH,GA,M,N
F,MULKEYTOWN,IL,M,Y
F,GASTON,SC,M,N
F,VEST,KY,S,N
F,SILVERADO,CA,S,N
F,MOSHEIM,TN,S,Y
F,EAST THETFORD,VT,S,N
M,GRAND RAPIDS,MN,M,N
M,GRANTSDALE,MT,M,Y
M,MARION,KY,S,N
M,NORTH LAKE,WI,S,Y
M,BROOKLYN,MD,S,N
M,LYNCHBURG,MO,M,Y
M,LEAKEY,TX,S,Y
M,QUESTA,NM,M,N
F,PRESHO,SD,M,Y
F,DULUTH,MN,S,N
F,SOUTH WILLIAMSON,KY,S,Y
F,WATERFORD,ME,M,N
F,GILBERT,AZ,M,N
M,GIG HARBOR,WA,M,N
F,PAHOA,HI,S,Y
F,MONROE,NC,S,N
F,LOOMIS,NE,M,Y
F,GLENWOOD,WA,S,Y
M,FAIRVIEW,NJ,S,N
F,ESTILL,SC,S,Y
M,POWERS LAKE,ND,M,Y
M,EL PASO,TX,M,Y
F,RAYMOND,KS,M,N
F,COLUMBUS,OH,S,N
F,OWINGSVILLE,KY,M,Y
M,MALAGA,WA,S,N
M,OKEMOS,MI,S,N
F,PENDLETON,OR,S,N
F,EUNICE,LA,M,Y
F,MEDINA,ND,S,N
F,LINCOLN,DE,M,N
F,ELWOOD,NJ,S,Y
M,SAN JOSE,CA,M,N
F,MORRISVILLE,VT,S,Y
F,IONE,WA,M,N
F,MOUNT CRAWFORD,VA,S,N
M,TACOMA,WA,M,N
F,PORT CLYDE,ME,M,N
F,ROSSTON,OK,S,Y
F,WOLCOTTVILLE,IN,M,N
M,FOREST CITY,MO,S,Y
F,WOODY CREEK,CO,M,Y
M,NEWCASTLE,TX,M,N
M,LAKEVIEW,AR,M,N
M,SARALAND,AL,S,N
M,YOUNGSVILLE,NM,S,Y
M,LORING,MT,M,N
M,MARTINSVILLE,VA,S,N
F,CLARKSVILLE,IA,M,Y
M,MORLAND,KS,M,Y
M,SAMMAMISH,WA,M,Y
M,WENHAM,MA,S,Y
M,NEW LONDON,NC,S,N
M,UNA,SC,M,Y
M,SPENCER,NE,M,N
F,BRAGGS,OK,M,N
F,RHODELL,WV,S,Y
F,JUNEAU,AK,M,Y
F,RADOM,IL,S,Y
M,RENO,NV,M,Y
F,DAMASCUS,VA,S,Y
M,TOTZ,KY,S,N
F,SENECA,KS,M,Y
M,DAHLGREN,IL,M,Y
F,PAINT BANK,VA,S,Y
F,WAIANAE,HI,S,Y
M,CALDWELL,ID,S,Y
M,ETOWAH,TN,S,Y
M,SCHOFIELD BARRACKS,HI,S,Y
F,WISCASSET,ME,S,Y
F,CRYSTAL BAY,MN,S,Y
M,BURT,NY,S,Y
F,HARTFORD,SD,S,Y
M,MOORESTOWN,NJ,S,Y
F,PROVIDENCE,RI,M,Y
M,MANCHESTER,NH,S,N
F,SAN TAN VALLEY,AZ,M,N
M,TILLAR,AR,S,Y
M,NEW WILMINGTON,PA,M,Y
M,SEATTLE,WA,M,N
M,SAINT LOUIS,MO,S,Y
M,HOUSTON,TX,S,N
M,VIENNA,MO,S,N
M,EDMORE,MI,S,N
M,LENORE,WV,M,N
M,GRAND MEADOW,MN,M,Y
M,BROCKTON,MT,S,N
M,ATTICA,OH,S,Y
F,GARLAND,KS,M,N
M,SCREVEN,GA,M,N
F,CONVERSE,SC,S,N
F,UTICA,NE,M,Y
F,GLENWOOD,NM,S,N
F,WANATAH,IN,M,N
F,RICHLAND,MS,S,Y
M,OVERLAND PARK,KS,S,Y
F,GALESBURG,MI,M,Y
M,BIG SPRINGS,NE,S,N
M,DANVERS,MA,S,N
F,CORDOVA,AL,S,N
M,MARDELA SPRINGS,MD,S,N
M,MILFORD,NH,M,N
M,STEELE,AL,S,N
M,ACME,LA,M,N
M,BATON ROUGE,LA,S,Y
F,HARMONY,RI,M,Y
M,GRAINFIELD,KS,S,N
M,SAN LORENZO,PR,M,N
F,LAKEVILLE,CT,M,N
M,HUNTINGTON,WV,M,Y
F,PORTLAND,OR,S,N
M,LAS VEGAS,NV,S,N
F,FOUR CORNERS,WY,M,Y
F,DECKER,MI,M,N
M,SEDAN,NM,S,Y
M,PANAMA CITY,FL,M,Y
F,WEIRSDALE,FL,S,Y
F,CANOVA,SD,S,N
F,TAMPA,FL,S,Y
M,ROCKHOLDS,KY,S,N
F,WASHINGTON,OK,M,N
F,LANE,OK,M,Y
M,WAKPALA,SD,S,Y
F,ANTELOPE,MT,S,Y
F,GAITHERSBURG,MD,M,Y
M,EAST RYEGATE,VT,S,Y
F,ANIWA,WI,S,Y
M,BAIROIL,WY,M,Y
M,ADAMSTOWN,MD,M,N
F,OLD HARBOR,AK,M,N
F,TANACROSS,AK,S,N
M,BONCARBO,CO,M,N
F,KALAMA,WA,M,Y
F,OWENDALE,MI,S,N
F,BYROMVILLE,GA,M,N
M,MATLOCK,WA,M,N
M,SOUTH WOODSTOCK,CT,S,N
F,SAINT GABRIEL,LA,S,Y
F,RENAULT,IL,S,N
M,GALVESTON,TX,S,N
M,TAYLOR,MI,M,Y
F,HUSON,MT,S,Y
M,NEW YORK,NY,S,Y
F,HATCH,UT,M,N
M,BLACK EARTH,WI,S,Y
M,JOHNSON,VT,S,N
F,CIRCLE PINES,MN,S,Y
M,SMYRNA,DE,M,N
M,JUDA,WI,M,Y
M,MONROE,OR,S,N
F,SAINT LOUIS,MO,S,Y
M,NORTH LAKE,WI,M,N
F,WEST JORDAN,UT,S,N
M,MORROWVILLE,KS,M,Y
F,WARWICK,RI,M,Y
F,BALTIMORE,MD,S,Y
M,ATLANTA,GA,M,N
F,HARTFORD,CT,M,Y
F,VIDA,MT,S,N
F,NORTHFIELD,VT,M,N
M,ARECIBO,PR,M,Y
M,TULSA,OK,M,Y
F,WYNDMERE,ND,M,N
M,SHELBYVILLE,TN,M,Y
M,WAUREGAN,CT,S,Y
F,FORT COLLINS,CO,S,N
M,STROH,IN,M,Y
F,RANDOLPH CENTER,VT,M,N
F,OVERLAND PARK,KS,M,N
F,CULBERTSON,MT,M,N
F,MAN,WV,S,Y
M,WASHINGTON,DC,M,N
F,SOUTH HEART,ND,M,Y
F,EASTERN,KY,S,N
M,TEEDS GROVE,IA,M,N
F,CLINTON,SC,M,Y
M,SAINT AMANT,LA,S,N
M,BOISE,ID,S,Y
F,MACEDONIA,IA,M,N
F,PORTLAND,OR,S,N
F,MONTICELLO,MN,S,N
M,SALEM,AR,M,Y
F,BECKER,MS,S,Y
F,CONCORD,NE,M,N
F,TRENTON,NJ,S,N
M,BLOOMING PRAIRIE,MN,S,N
M,WILTON,NH,S,Y
F,ORIENT,IA,M,Y
F,BROWNSVILLE,TN,M,Y
M,LINKWOOD,MD,S,Y
M,JACKSON,MS,M,Y
F,HONOLULU,HI,S,N
F,WASHINGTON,DC,S,N
F,LAGRANGE,ME,M,N
F,DOVER,DE,S,Y
F,KAHUKU,HI,M,N
F,KAILUA KONA,HI,S,Y
F,ANAMOSA,IA,S,Y
F,BRONXVILLE,NY,S,N
F,ARNOLDSBURG,WV,S,Y
M,JONESVILLE,SC,M,Y
F,WALL,TX,M,N
F,SAN JUAN,PR,S,N
M,PAWTUCKET,RI,S,N
M,ROCK CREEK,MN,S,N
F,RYDAL,GA,S,Y
M,WHITEFIELD,OK,S,N
F,SUSSEX,VA,S,N
M,TOLSTOY,SD,S,N
M,LA PLACE,LA,S,Y
F,LAFAYETTE,MN,M,N
M,WASHINGTON,DC,M,Y
M,WEBSTER,IA,S,Y
F,TILTONSVILLE,OH,M,Y
F,CHARLOTTE,NC,S,Y
F,MC CLELLANDTOWN,PA,M,Y
F,HARTFORD,MI,S,N
F,BLOOMINGTON SPRINGS,TN,S,Y
F,KNOXVILLE,TN,S,Y
F,HONOLULU,HI,M,N
M,BOWLING GREEN,KY,M,Y
M,WASHINGTON,DC,S,N
F,CIRCLEVILLE,UT,S,N
F,VIOLA,TN,M,N
F,ORANGE,NJ,S,N
F,GARRISON,MT,S,N
F,GRUETLI LAAGER,TN,S,Y
F,SPARKS,NV,S,Y
F,JEANERETTE,LA,S,Y
M,LAS VEGAS,NV,S,Y
M,CENTER SANDWICH,NH,M,N
F,SPARKS,NV,M,Y
M,MARIETTA,GA,S,N
M,HAMMONTON,NJ,S,Y
M,SPRINGFIELD,IL,S,Y
F,GRAFTON,NY,M,N
F,VASSALBORO,ME,M,Y
F,ESMOND,ND,M,N
F,WALHALLA,ND,S,N
F,VREDENBURGH,AL,S,N
F,SAUNDERSTOWN,RI,S,N
M,AVOCA,IA,S,N
M,OMAHA,NE,M,Y
M,REX,NC,S,Y
M,MANGUM,OK,M,N
F,BREMEN,KS,M,N
M,SURGOINSVILLE,TN,S,N
F,TEXAS CITY,TX,M,Y
M,CLAM GULCH,AK,M,N
M,NEW ORLEANS,LA,M,Y
F,BUTLER,TN,M,N
F,ARKANSAS CITY,AR,M,Y
F,BLUE HILL,ME,S,N
F,NEW RUMLEY,OH,S,Y
M,GARDEN CITY,UT,M,N
M,SPARR,FL,S,N
F,SALT LAKE CITY,UT,S,Y
F,BRIDGEWATER,MA,M,N
F,PLAINFIELD,NJ,S,Y
F,HAXTUN,CO,M,Y
M,BATON ROUGE,LA,S,N
F,ATLANTA,GA,M,Y
M,EMINENCE,IN,S,N
M,GLIDE,OR,S,Y
M,DUNCAN,OK,S,N
M,PITTSFIELD,ME,M,N
M,SWEET BRIAR,VA,S,Y
F,PEVELY,MO,S,N
F,MATLOCK,IA,S,N
F,ENTERPRISE,LA,S,N
F,MARION,SD,M,Y
M,FISHER,AR,S,Y
F,CULVER,OR,S,Y
F,UNION,NH,M,Y
M,DUFF,TN,M,N
F,GAYLORDSVILLE,CT,M,N
M,FOSTORIA,KS,S,Y
M,DAVIDSONVILLE,MD,S,Y
M,ATLANTA,GA,S,N
M,BEALLSVILLE,MD,M,N
M,ELSMORE,KS,M,Y
F,ABINGTON,CT,S,Y
F,UPLAND,IN,S,Y
M,BOYD,MT,S,Y
F,BENOIT,WI,M,Y
M,CORA,WV,S,Y
F,WYOMING,RI,S,N
F,NEW CASTLE,DE,M,Y
M,ATHENS,GA,S,Y
M,LUDLOW,IL,S,N
M,HONOLULU,HI,S,Y
F,FAYETTEVILLE,OH,S,Y
F,MADERA,CA,S,Y
F,GALVIN,WA,S,Y
F,VALDOSTA,GA,M,Y
M,OROVADA,NV,S,N
M,CHARLESTON,WV,S,Y
F,SONORA,KY,S,N
F,NEW PARIS,OH,M,Y
F,HANA,HI,S,N
F,PAHRUMP,NV,S,Y
F,SHAFTSBURY,VT,S,N
F,MANTI,UT,M,Y
F,GLORIETA,NM,S,N
F,NORWALK,CT,S,N
F,TOWNSEND,DE,M,N
F,HUNTSVILLE,AL,S,N
F,BALTIMORE,MD,M,Y
F,HOUSTON,AR,M,Y
M,PAPAALOA,HI,S,Y
F,FAIR OAKS,IN,S,Y
F,NEW HAVEN,CT,M,Y
M,MILLSTADT,IL,M,N
M,TAMPA,FL,M,Y
M,WHEATLEY,AR,S,N
M,NORMAL,IL,M,N
F,BENNINGTON,VT,S,N
F,ORLANDO,FL,M,N
F,WASHINGTON,DC,S,Y
M,PROVIDENCE,RI,S,Y
M,TEMPE,AZ,S,N
F,GALENA,AK,M,N
M,NORMAN,OK,S,Y
M,MULLENS,WV,S,Y
M,PARADISE,UT,S,Y
M,NASHVILLE,TN,S,N
F,BOULDER,CO,S,Y
M,RENO,NV,M,Y
M,RAPID CITY,SD,M,Y
M,MARDELA SPRINGS,MD,M,N
M,ANTIMONY,UT,M,Y
M,KEENESBURG,CO,S,Y
M,STRANG,NE,M,N
F,M C B H KANEOHE BAY,HI,S,N
M,KIMBERLY,WI,M,Y
F,BOWLING GREEN,KY,S,N
M,BOQUERON,PR,S,N
M,CHARLESTON,WV,M,Y
F,FERRIDAY,LA,S,Y
M,HARTFORD,CT,M,N
M,AMBIA,IN,M,N
F,COPAN,OK,M,N
F,BUCKNER,AR,M,Y
M,WOLFLAKE,IN,S,N
M,KEMPNER,TX,S,Y
M,STATESBORO,GA,S,Y
F,WILMINGTON,DE,M,Y
M,READING,PA,S,Y
M,ELM CITY,NC,M,Y
M,CLINTON,TN,S,N
F,BOONE GROVE,IN,M,N
F,HUEYSVILLE,KY,M,Y
F,GRANITE,OK,S,N
F,WEST HARTFORD,VT,S,N
F,WILSON,WY,S,Y
M,YOUNG HARRIS,GA,M,N
M,WEBB,AL,M,Y
F,YABUCOA,PR,M,Y
M,TUCSON,AZ,S,N
M,LOS ANGELES,CA,M,N
F,JAY EM,WY,S,N
M,MILFORD,UT,S,Y
M,BROOKLINE,MA,S,N
F,MACDOEL,CA,S,N
F,SANTA FE,NM,M,Y
M,SPRINGFIELD,MA,S,Y
M,PARCHMAN,MS,S,Y
M,COLUMBUS,WI,S,Y
M,SAWYER,ND,S,Y
F,CANTON,OH,S,N
M,AMADO,AZ,M,N
M,BELLEFONTAINE,MS,S,Y
F,CATANO,PR,S,N
F,BAYAMON,PR,S,N
F,BAY MINETTE,AL,M,N
M,SANDY POINT,ME,M,N
F,BETHELRIDGE,KY,S,Y
M,GARRISON,MN,M,N
F,CLEARFIELD,UT,M,Y
M,OLATHE,KS,M,N
F,DESHLER,NE,M,N
M,WHITE,SD,S,Y
F,COOPERS MILLS,ME,M,Y
M,POMFRET,CT,S,Y
M,MOSELLE,MS,S,Y
F,NEWARK,DE,S,Y
M,WILDER,ID,M,N
F,ROANOKE,VA,S,N
M,ERIE,ND,M,N
M,HARTFORD,KS,S,Y
M,TULSA,OK,M,N
F,PEACHTREE CITY,GA,M,N
M,DELAVAN,IL,S,N
F,SHISHMAREF,AK,M,Y
F,LAKEVILLE,OH,S,N
F,PLYMOUTH,VT,S,N
F,GLENDALE,MA,S,Y
F,INDIANOLA,PA,S,Y
F,NEWARK,DE,M,Y
M,CALABASH,NC,S,N
F,EARL,NC,M,Y
F,CONWAY,SC,M,N
M,FULTON,MS,M,N
F,GREELEY,CO,M,Y
M,NEWARK,DE,M,Y
F,MOUNTAIN HOME,NC,M,N
F,DUTTON,MT,S,N
F,TRENTON,NJ,S,N
F,INDEPENDENCE,KS,M,Y
F,NORTH SMITHFIELD,RI,S,N
F,BATON ROUGE,LA,M,Y
F,HOONAH,AK,S,Y
F,ROCK RAPIDS,IA,S,Y
M,CHEYENNE,WY,M,N
M,SALVISA,KY,S,Y
F,MARBLE FALLS,AR,M,Y
M,KIMBERLY,WI,S,Y
M,ERIE,MI,S,Y
F,WASHINGTON,NJ,M,N
M,DEAVER,WY,S,Y
F,LATAH,WA,M,N
M,WALDORF,MD,M,N
M,AMLIN,OH,M,Y
M,MISSION VIEJO,CA,M,Y
M,WICHITA,KS,M,N
M,LOS ANGELES,CA,S,N
M,LAS VEGAS,NV,S,Y
M,ALBUQUERQUE,NM,M,Y
M,SIOUX FALLS,SD,M,N
F,SPRINGFIELD,IL,M,Y
F,GREENWOOD,SC,M,N
M,PARSONSFIELD,ME,S,Y
M,WELLSTON,MI,M,Y
F,HUNTSVILLE,AL,M,Y
M,MOORETON,ND,M,N
F,EAST LYNN,IL,S,N
F,CADE,LA,S,N
M,NESS CITY,KS,M,N
F,LEAMINGTON,UT,S,Y
M,SPOKANE,WA,M,Y
F,READING,PA,M,Y
M,NORTH MONTPELIER,VT,S,N
F,MILTON,VT,M,N
M,COALING,AL,M,Y
M,GRANTVILLE,GA,M,N
M,TAYLORSVILLE,MS,S,N
M,FORT WAYNE,IN,S,Y
F,ANTLER,ND,S,Y
M,CARROLLTON,GA,M,N
F,CANTON,SD,M,Y
M,JEFFERSON CITY,MT,S,Y
M,HARWOOD,MO,M,Y
F,HIGHLAND,MI,S,Y
F,ESKO,MN,S,Y
F,HEARNE,TX,S,N
M,MESA,AZ,M,Y
M,BRAMWELL,WV,S,N
F,MARYSVILLE,WA,S,N
M,ZEPHYR COVE,NV,M,N
M,MONTGOMERY,AL,M,N
F,DANBURY,TX,S,Y
F,STRANG,OK,S,N
M,ODENTON,MD,M,Y
F,WALTON,WV,M,N
F,SOUTH BURLINGTON,VT,S,N
F,RUTHERFORD COLLEGE,NC,M,N
F,HUNTINGTON WOODS,MI,M,Y
F,TRYON,NE,M,Y
F,HARRINGTON,DE,S,Y
F,GALLUP,NM,S,Y
M,BARGERSVILLE,IN,M,Y
M,BOILING SPRINGS,PA,M,Y
F,LARSEN BAY,AK,S,Y
M,NEWTON,UT,S,Y
M,PATASKALA,OH,S,N
F,CENTENARY,SC,S,Y
F,ARVADA,CO,M,Y
F,NORTH WILKESBORO,NC,M,N
F,BUHL,AL,M,Y
F,TRIPLETT,MO,M,N
M,GARNETT,SC,M,Y
M,SOUTH BURLINGTON,VT,S,N
M,PORTLAND,OR,M,Y
F,MOUNT VERNON,SD,S,Y
