hospitalname,address1,city,hospitaltype,hospitalowner
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,Acute Care Hospitals,Voluntary non-profit - Private
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Critical Access Hospitals,Government - Hospital District or Authority
MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,FORT BRAGG,Critical Access Hospitals,Government - Hospital District or Authority
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,Acute Care Hospitals,Proprietary
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH STREET,LEADVILLE,Critical Access Hospitals,Government - Local
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,Acute Care Hospitals,Voluntary non-profit - Other
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,Acute Care Hospitals,Voluntary non-profit - Private
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,Critical Access Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,Acute Care Hospitals,Government - Hospital District or Authority
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,Acute Care Hospitals,Proprietary
